Title,Alternative Title,Description,Language,Display Note,Creator,Title Source,Resource Class,Resource Type,Keyword,Date Issued,Temporal Coverage,Date Range,Spatial Coverage,Bounding Box,Format,Information,Download,MapServer,FeatureServer,ImageServer,ID,Identifier,Provider,Code,Member Of,Is Part Of,Rights,Accrual Method,Date Accessioned,Access Rights
Snow Emergency Victory2 Tows [Minnesota--Minneapolis] {2023},Snow Emergency Victory2 Tows 2023,"This is the information about the number and location of tows during this snow emergency. Tow data will be retained for all Snow Emergencies in each snow season, until there is five full seasons of snow emergencies. Disclaimer: There is an expected address error rate of between 8 and 14 percent. Snow Emergency Tows - 2022/2023Season #6 Victory2 (2/24/23 thru 2/24/23)",eng,"This dataset was automatically cataloged from the provider's ArcGIS Hub. In some cases, information shown here may be incorrect or out-of-date. Click the 'Visit Source' button to search for items on the original provider's website.",MapIT Minneapolis,Minnesota--Minneapolis,Datasets|Web services,Vector data,PublicWorks|Minneapolis|SnowEmergency|Tows|2023,2023-03-01,2023,2023-2023,Minnesota--Minneapolis|Minnesota,"-93.32,44.89,-93.22,45.02",Shapefile,https://opendata.minneapolismn.gov/maps/cityoflakes::snow-emergency-victory2-tows-2023,https://opendata.minneapolismn.gov/api/download/v1/items/e0d98b2122424374b86b9c54f203da6a/shapefile,,https://services.arcgis.com/afSMGVsC7QlRK1kZ/arcgis/rest/services/Snow_Emergency_Victory2_Tows_2023/FeatureServer/0,,e0d98b2122424374b86b9c54f203da6a_0,https://hub.arcgis.com/datasets/e0d98b2122424374b86b9c54f203da6a,Open Data Minneapolis,05c-01,ba5cc745-21c5-4ae9-954b-72dd8db6815a,05c-01,http://creativecommons.org/publicdomain/zero/1.0,ArcGIS Hub,2024-05-18,Public
Fires Reported [Minnesota--Minneapolis] {2022},Fires Reported 2022,"The data set is refreshed on a daily basis by 10:45 PM. The website will reflect the last time the data set was updated and the total count of rows. The grid on the ""Data"" tab will display the up to date data. However, in certain situations there is a delay in the refresh of the downloadable data file. Sometimes the downloadable file does not reflect the updates to the data in the portal. After a delay (duration has been variable; up to 30 minutes), the file will be updated on the server and then downloads will include the updated data.",eng,"This dataset was automatically cataloged from the provider's ArcGIS Hub. In some cases, information shown here may be incorrect or out-of-date. Click the 'Visit Source' button to search for items on the original provider's website.",MapIT Minneapolis,Minnesota--Minneapolis,Datasets|Web services,Vector data,PublicSafety|Minneapolis|OpenData,2022-02-11,2022,2022-2022,Minnesota--Minneapolis|Minnesota,"-93.6,44.03,-92.44,45.44",Shapefile,https://opendata.minneapolismn.gov/maps/cityoflakes::fires-reported-2022,https://opendata.minneapolismn.gov/api/download/v1/items/e37aef04f5404dc199fa8c764a8f0e49/shapefile,,https://services.arcgis.com/afSMGVsC7QlRK1kZ/arcgis/rest/services/Fires_Reported_2022/FeatureServer/0,,e37aef04f5404dc199fa8c764a8f0e49_0,https://hub.arcgis.com/datasets/e37aef04f5404dc199fa8c764a8f0e49,Open Data Minneapolis,05c-01,ba5cc745-21c5-4ae9-954b-72dd8db6815a,05c-01,http://creativecommons.org/publicdomain/zero/1.0,ArcGIS Hub,2024-05-18,Public
Fires Confirmed [Minnesota--Minneapolis] {2022},Fires Confirmed 2022,"The data set is refreshed on a daily basis by 10:45 PM. The website will reflect the last time the data set was updated and the total count of rows. The grid on the ""Data"" tab will display the up to date data. However, in certain situations there is a delay in the refresh of the downloadable data file. Sometimes the downloadable file does not reflect the updates to the data in the portal. After a delay (duration has been variable; up to 30 minutes), the file will be updated on the server and then downloads will include the updated data.",eng,"This dataset was automatically cataloged from the provider's ArcGIS Hub. In some cases, information shown here may be incorrect or out-of-date. Click the 'Visit Source' button to search for items on the original provider's website.",MapIT Minneapolis,Minnesota--Minneapolis,Datasets|Web services,Vector data,PublicSafety|Minneapolis|OpenData,2022-02-11,2022,2022-2022,Minnesota--Minneapolis|Minnesota,"-93.33,0.0,0.0,45.05",Shapefile,https://opendata.minneapolismn.gov/maps/cityoflakes::fires-confirmed-2022,https://opendata.minneapolismn.gov/api/download/v1/items/a77fc7f2f6c44222bdbb70b1f00c110f/shapefile,,https://services.arcgis.com/afSMGVsC7QlRK1kZ/arcgis/rest/services/Fires_Confirmed_2022/FeatureServer/0,,a77fc7f2f6c44222bdbb70b1f00c110f_0,https://hub.arcgis.com/datasets/a77fc7f2f6c44222bdbb70b1f00c110f,Open Data Minneapolis,05c-01,ba5cc745-21c5-4ae9-954b-72dd8db6815a,05c-01,http://creativecommons.org/publicdomain/zero/1.0,ArcGIS Hub,2024-05-18,Public
Public 311 [Minnesota--Minneapolis] {2022},Public 311 2022,"The data set is refreshed on a daily basis by 10:45 PM. The website will reflect the last time the data set was updated and the total count of rows. The grid on the ""Data"" tab will display the up to date data. However, in certain situations there is a delay in the refresh of the downloadable data file. Sometimes the downloadable file does not reflect the updates to the data in the portal. After a delay (duration has been variable; up to 30 minutes), the file will be updated on the server and then downloads will include the updated data.",eng,"This dataset was automatically cataloged from the provider's ArcGIS Hub. In some cases, information shown here may be incorrect or out-of-date. Click the 'Visit Source' button to search for items on the original provider's website.",MapIT Minneapolis,Minnesota--Minneapolis,Datasets|Web services,Vector data,311|Minneapolis|OpenData,2022-02-11,2022,2022-2022,Minnesota--Minneapolis|Minnesota,"-93.35,0.0,14.88,5.08",Shapefile,https://opendata.minneapolismn.gov/maps/cityoflakes::public-311-2022,https://opendata.minneapolismn.gov/api/download/v1/items/07b2c478f34b412c8b792551de56c06a/shapefile,,https://services.arcgis.com/afSMGVsC7QlRK1kZ/arcgis/rest/services/Public_311_2022/FeatureServer/0,,07b2c478f34b412c8b792551de56c06a_0,https://hub.arcgis.com/datasets/07b2c478f34b412c8b792551de56c06a,Open Data Minneapolis,05c-01,ba5cc745-21c5-4ae9-954b-72dd8db6815a,05c-01,http://creativecommons.org/publicdomain/zero/1.0,ArcGIS Hub,2024-05-18,Public
Police Incidents [Minnesota--Minneapolis] {2022},Police Incidents 2022,"Police Incidents for 2022 from the Police Information Management System (PIMS). This data set is updated daily. *Please note that the responseDate is shown in UTC time, not local time. The data set is refreshed on a daily basis by 9:30 AM. The website will reflect the last time the data set was updated and the total count of rows. The grid on the ""Data"" tab will display the up to date data. However, in certain situations there is a delay in the refresh of the downloadable data file. Sometimes the downloadable file does not reflect the updates to the data in the portal. After a delay (duration has been variable; up to 30 minutes), the file will be updated on the server and then downloads will include the updated data.",eng,"This dataset was automatically cataloged from the provider's ArcGIS Hub. In some cases, information shown here may be incorrect or out-of-date. Click the 'Visit Source' button to search for items on the original provider's website.",MapIT Minneapolis,Minnesota--Minneapolis,Datasets|Web services,Vector data,Minneapolis|Police|MPD|OpenData|publicsafety,2022-02-11,2022,2022-2022,Minnesota--Minneapolis|Minnesota,"-93.33,44.89,-93.2,45.05",Shapefile,https://opendata.minneapolismn.gov/maps/cityoflakes::police-incidents-2022,https://opendata.minneapolismn.gov/api/download/v1/items/4ab42b4679fc4d0698531fa8a2994441/shapefile,,https://services.arcgis.com/afSMGVsC7QlRK1kZ/arcgis/rest/services/Police_Incidents_2022/FeatureServer/0,,4ab42b4679fc4d0698531fa8a2994441_0,https://hub.arcgis.com/datasets/4ab42b4679fc4d0698531fa8a2994441,Open Data Minneapolis,05c-01,ba5cc745-21c5-4ae9-954b-72dd8db6815a,05c-01,http://creativecommons.org/publicdomain/zero/1.0,ArcGIS Hub,2024-05-18,Public
PW Street Centerline [Minnesota--Minneapolis],PW Street Centerline,"For questions about this data please contactPublicWorksOpenData@minneapolismn.gov Attribute Overview: Ramp county centerline, Ramp Interstate centerline, Ramp State centerline, Roadway County centerline, Roadway Interstate centerline, Roadway Military centerline, Roadway Municipal centerline, Roadway Non-Existing centerline, Roadway Park Board centerline, Roadway Private centerline, Roadway Right-of-Way centerline, Roadway State centerline, Roadway State Frontage Road centerline, Roadway University of Minnesota centerline, Tunnel Interstate centerline, Text. Fields: Field Name Field Type Field Description OBJECTID Object ID Unique ID ALT_STREET_NAME2 Text Alternate street name option 2 ALT_STREET_NAME1 Text Alternate street name option 1 STREET_CLINE_REVD Date Graphic revision date STREET_CLINE_CREATED Date Graphic creation date SOURCE_DATE Date Source date DIGITIZING_SOURCE Text Source of data TRAFFIC_DIR Text One way street code SPEED_LIM Long Integer Speed Limit FUNC_CLASS Text Functional classification TRUCK_ROUTE_TYPE Text Truck route type BUS_ROUTE Text Bus route Y/N SNOW_EMERGENCY_ROUTE Text Snow emergency route Y/N POTHOLE_MAINTENANCE Text Pothole maintenance responsibility STREET_MAINT_DIST Text Street maintenance district BRIDGE Text Y/N column if segment contains bridge(s) TURNBACK Text Type of turn back SYSTEM_MILEAGE Text Y/N column to include segment in system mileage SEGMENT_LENGTH Double Graphic length JURISDICTION Text Jurisdiction of street segment US_ROUTE_NO2 Text US route number option 1 US_ROUTE_NO1 Text US route number option 2 ROUTE_TYPE Text Funding source route type ROUTE_NO Text Route number STREET_O_NAME Text Street on name STREET_F_NAME Text Street from name STREET_T_NAME Text Street to name OFT Text Street On-From-To code SYMBOL_NAME Text Graphic symbol name AADT_ID Long Integer Annual average daily traffic ID Shape Geometry Geometry Sahpe.STLength() Double Graphic length Symbol Name Definitions Symbol Name Definition RAMP_CNTY Centerline Ramp County RAMP_INTST Centerline Ramp Interstate RAMP_STATE Centerline Ramp State ROAD_CNTY Centerline Roadway County ROAD_INTST Centerline Roadway Interstate ROAD_MIL Centerline Roadway Military ROAD_MUNI Centerline Roadway Municipal ROAD_NONEX Centerline Roadway Non-Existing ROAD_PKBD Centerline Roadway Park Board ROAD_PRVT Centerline Roadway Private ROAD_RWAY Centerline Roadway Right-of-Way ROAD_STATE Centerline Roadway State ROAD_STATE_FR Centerline Roadway State Frontage ROAD_STATE_UNSIGNED Centerline Roadway State Unsigned Trunck Highway ROAD_UMN Centerline Roadway University of Minnesota ",eng,"This dataset was automatically cataloged from the provider's ArcGIS Hub. In some cases, information shown here may be incorrect or out-of-date. Click the 'Visit Source' button to search for items on the original provider's website.",MapIT Minneapolis,Minnesota--Minneapolis,Datasets|Web services,Vector data,OpenData|Minneapolis|PublicWorks|Centerline|Streets,2018-02-21,Continually updated resource,,Minnesota--Minneapolis|Minnesota,"-93.33,44.89,-93.2,45.05",Shapefile,https://opendata.minneapolismn.gov/maps/cityoflakes::pw-street-centerline,https://opendata.minneapolismn.gov/api/download/v1/items/ec28f7083c9346bf8a9fe44f8546c055/shapefile,,https://services.arcgis.com/afSMGVsC7QlRK1kZ/arcgis/rest/services/PW_Street_Centerline/FeatureServer/0,,ec28f7083c9346bf8a9fe44f8546c055_0,https://hub.arcgis.com/datasets/ec28f7083c9346bf8a9fe44f8546c055,Open Data Minneapolis,05c-01,ba5cc745-21c5-4ae9-954b-72dd8db6815a,05c-01,http://creativecommons.org/publicdomain/zero/1.0,ArcGIS Hub,2024-05-18,Public
Police Incidents  PIMS [Minnesota--Minneapolis] {2018},Police Incidents 2018 PIMS,"Police Incidents for 2018 from the Police Information Management System (PIMS) starting in June 2018. The reportedDateTime field is shown in UTC.Field Descriptions Begin Date: Date incident began. Time in the field is UTC not local, so a separate column is created for accurate time information. Time: Begin date time field. CCN: A concatenation of the 4 digit year in which the incident was created, followed by a dash and then a 6 digit number of sequence for the agency.The MP at the beginning signifies a report taken by Minneapolis Police. This is used because Minneapolis shares the record management system with the University of Minnesota Police ControlNbr: A unique identifier for case. Offense: Code of criminal act reported. Description: Description of the criminal code of incident. EnteredDate: The timestamp of when the incident was created in the system. GBSID: The anonymized street centerline ID. LastChanged: Date the record was last altered in system. LastUpdateDate: Date the record was last moved to open data. Lat: The anonymized latitude of the incident. Long: The anonymized longitude of the incident. Neighborhood: The neighborhood of the incident. Note that occasionally due to the anonymization process, if a point is on the boundary of a neighborhood, it may fall into either neighborhood. OBJECTID: A unique identifier for open data portal. Precinct: The police precinct of the incident. Note that occasionally due to the anonymization process, if a point is on the boundary of a precinct, it may fall into either precinct. PublicAddress: Address of incident anonymized to the block. ReportedDate: Date incident is reported to police. UCRCode: Code that signifies the type of crime that was committed. 1 = MURDER 3 = RAPE 4 = ROBBERY 5 = ASSAULT 6 = BURGLARY 7 = LARCENY 8 = AUTO THEFT 10 = ARSON ",eng,"This dataset was automatically cataloged from the provider's ArcGIS Hub. In some cases, information shown here may be incorrect or out-of-date. Click the 'Visit Source' button to search for items on the original provider's website.",MapIT Minneapolis,Minnesota--Minneapolis,Datasets|Web services,Vector data,Minneapolis|OpenData|Police|PublicSafety,2018-06-29,2018,2018-2018,Minnesota--Minneapolis|Minnesota,"-93.33,44.89,-93.2,45.05",Shapefile,https://opendata.minneapolismn.gov/maps/cityoflakes::police-incidents-2018-pims,https://opendata.minneapolismn.gov/api/download/v1/items/055e662af18c4488b54dcbd496f897b7/shapefile,,https://services.arcgis.com/afSMGVsC7QlRK1kZ/arcgis/rest/services/Police_Incidents_2018_PIMS/FeatureServer/0,,055e662af18c4488b54dcbd496f897b7_0,https://hub.arcgis.com/datasets/055e662af18c4488b54dcbd496f897b7,Open Data Minneapolis,05c-01,ba5cc745-21c5-4ae9-954b-72dd8db6815a,05c-01,http://creativecommons.org/publicdomain/zero/1.0,ArcGIS Hub,2024-05-18,Public
Police Incidents [Minnesota--Minneapolis] {2021},Police Incidents 2021,"Police Incidents for 2021 from the Police Information Management System (PIMS). This data set is updated daily. *Please note that the responseDate is shown in UTC time, not local time. The data set is refreshed on a daily basis by 9:30 AM. The website will reflect the last time the data set was updated and the total count of rows. The grid on the ""Data"" tab will display the up to date data. However, in certain situations there is a delay in the refresh of the downloadable data file. Sometimes the downloadable file does not reflect the updates to the data in the portal. After a delay (duration has been variable; up to 30 minutes), the file will be updated on the server and then downloads will include the updated data.",eng,"This dataset was automatically cataloged from the provider's ArcGIS Hub. In some cases, information shown here may be incorrect or out-of-date. Click the 'Visit Source' button to search for items on the original provider's website.",MapIT Minneapolis,Minnesota--Minneapolis,Datasets|Web services,Vector data,Minneapolis|Police|MPD|OpenData|publicsafety,2021-01-22,2021,2021-2021,Minnesota--Minneapolis|Minnesota,"-93.33,44.89,-93.2,45.05",Shapefile,https://opendata.minneapolismn.gov/maps/cityoflakes::police-incidents-2021,https://opendata.minneapolismn.gov/api/download/v1/items/cb6a8b1d01b74feea5d3f96fa79bb6bf/shapefile,,https://services.arcgis.com/afSMGVsC7QlRK1kZ/arcgis/rest/services/Police_Incidents_2021/FeatureServer/0,,cb6a8b1d01b74feea5d3f96fa79bb6bf_0,https://hub.arcgis.com/datasets/cb6a8b1d01b74feea5d3f96fa79bb6bf,Open Data Minneapolis,05c-01,ba5cc745-21c5-4ae9-954b-72dd8db6815a,05c-01,http://creativecommons.org/publicdomain/zero/1.0,ArcGIS Hub,2024-05-18,Public
Public 311 [Minnesota--Minneapolis] {2020},Public 311 2020,"For questions about this data please contact311OpenData@minneapolismn.govThe data provided are public-facing service requests that were taken by 311 contact center agents, or through online and mobile applications, and entered the Lagan CRM system during 2020. The two main identifiers of data, with which users of the open data should converse with 311, are the Case ID and the Type Name field. Type name is the common used title for a service request among city staff, 311, and the community at large.Attribute DescriptionsCase ID - Gives a unique identifying number associated with each case.Subject - This is the top level hierarchy definition of a service request. It is most closely associated with a department designation.Enquiry Type ID - An additional identification number .Reason - This is the 2nd level classification of a service request and reflects a program name or a division assigned to perform the service request.Type - This is the 3rd level classification describing what the service request specifically is for. It is the most common designation description used in the city.Title - Similar to the Type column, this describes more details about the incident.Open Date Time - This is the date and time stamp when the department, program, or division assigned to complete the task in a service request starts working that service request.Case Status - If case status = ""0"", it means the case is closed. If case status = ""1"", the case is still considered open. All cases with a case status of ""1"" should not have a closed date.Closed Date Time - The date a resolving department, division or program completed the service request.XCoord & YCoord - This is the coordinate the city provides of where the service request occurred in the WGS 84 web Mercator auxilliary sphere coordinate system.Service Request Definition ListAbandoned Vehicle -a vehicle parked in a public right of way (street) that appears to have been left by its owner in excess of 72 consecutive hours or lacking vital component parts (City Ordinance 478.250).Abandoned Vehicle - Open311- vehicle reported abandoned via the Minneapolis Mobile Application.Abandoned/Illegally Parked Bicycle -This is a report of an abandoned (or missing parts) bike by owner or someone elseAir Pollution Complaint -air contaminants, fumes, or other offensive odors that occur outdoors and impacts the environment.Animal Complaint - Livability -nuisance conditions such as barking dog, stray petsAnimal Complaint - Public Health - abandoned, mistreated or uncared for animal, excessive feces in yard causing health risks.Barricade Pickup/Placement -request for City staff to deploy or remove barricades from city street and or sidewalks.Bicycle Lane Issue- complaint for users of bike paths to report off-street bike path trail issues such as pavement, lighting, fencing, signs, debris, overgrown vegetation, etc. phones or other nuisance conditions on city bicycle paths.Bridge Complaint -structural issue that needs attentionChemical Spill- chemical contaminant spilled in any non-authorized location in the city.Commercial Food Safety/Sanitation Complaint -unclean or unhealthy conditions suspected at an eating establishmentDebris in the Street or Alley- branches, appliances, or general objects that are blocking an alleyway or street.Debris Alley/Street - Open 311- Debris in street or alley reported via the Minneapolis Mobile Application.Emergency Pollution Complaintsame as land, air, water but emergency requiring contact with 911Exterior Nuisance Complaint -nuisance conditions located on the exterior of a building, such as long grass, debris or trash, or long weeds.Exterior Nuisance - Self Service- nuisance conditions reportable on the 311 online applications on the websiteFence or Guardrail Maintenance- report about a fence or guardrail along a city street that may be in disrepairFire Hydrant Snow Issue -snow is impeding the normal operation of a fire hydrant….needs to be shoveled out.General Street Complaint- non-specific problem with a street that does not fit in any other type of street complaintGraffiti complaint/reporting- tagger or gang graffiti on properties, public signs, or any surfaceGraffiti - Open 311- graffiti complaint made via Minneapolis Mobile ApplicationHydrant Issue- hydrant out of service, leaking water, damaged, etcIllegal Dumping Complaint- report of waste being disposed at a location other than where it was generated and there is proof of the dumpingLand Pollution Complaint- contaminant suspected in land that may require environmental remediation to restoreLicensing Complaint- complaints or concerns about a business either licensed by Minneapolis, or operating without a license.Newspaper Box Complaint -newspaper boxes for community newspapers, shoppers, or even major dailies in a state of disrepair, or not used, or obstructing the public right of way.Noise Pollution Complaint- excessive noise that disrupts peace and tranquility of neighborhoods.Parking Meter Citation Issuereport that a defective meter/pay station may have cause the vehicle owner to get a ticketParking Meter Problem- parking meter in need of attention or maintenance…possibly malfunctioningParking Meter - Open311- parking meter problem reported via Minneapolis Mobile Application.Parking Ramp/Lot Issue- problem with ramp such as lights out affecting safety, mechanical problems with equipment, cluttered or unsafe stairwells.Parking Violation Complaint- someone parked in a no parking zone, fire lane, etc.Parking Violation - Open311 -parking violation made via Minneapolis Mobile ApplicationPermitted Work -report of concerns about construction work being done on private property after a permit has been obtainedPothole- report of pavement depression/defectPothole - Open311- pothole reported via Minneapolis Mobile ApplicationResidential Conditions Complaint- a structural problem with a residential property with 1-3 dwelling units, such as stairwell needing repair, or a chimney in disrepair, or a broken window.Residential Conditions Complaint HOD (High Occupancy Dwelling) -a conditions complaint for properties with 4 or more residential dwelling units, or a mixed commercial and residential building, or a commercial building complaint.Residential Conditions Complaint Tenant -a complaint in which the tenant of a 1-3 unit residential dwelling unit is adversely affected by a condition in a property, such as nuisance conditions like pests, or heat issues, or malfunctioning equipment.Residential Conditions Complaint HOD Tenant -this is a tenant complaint in a residential building with 4 or more units, a mixed commercial and residential building, or a commercial building complaint.Residential Disability Zone -a vehicle parked in a zone reserved for disabled citizens illegally, or periodically can be reported here.Sand Barrell -request to have a sand barrel placed at a location in the City of MinneapolisSewer Issues -report of sewer issues such as missing grate,odor, plugged basin, manhole cover issue, sewer backup, etc.Sidewalk Obstruction Complaint -an object or overhanging bush or tree that prevents public right of way on the sidewalkSidewalk Snow & Ice Complaint -sidewalk that has not been maintained after a snow event or in a melt refreeze cycle.Sidewalk Snow and Ice - SS -sidewalk snow and ice complaint that is reported on the 311 website.Sidewalk Snow & Ice - Open311 -sidewalk snow & ice report via Minneapolis Mobile ApplicationSidewalk Structural Complaint -a sidewalk that is uneven, or fractured can be reported on this service request.Sidewalk Structural - Open311- a sidewalk structural complaint made via Minneapolis Mobile ApplicationSign Complaint- a sign that is not permitted in the city, like a bandit sign for real estate purchasing companies, or other unwanted signs.Snow - Illegal Dumping- complaint about snow being shoveled and dumped back into the street or public right of way.Snow & Ice Complaint- this is a snow and ice complaint in a city street or alleySpecial Sweep- customer can request a street sweep of their street due to dirt or loose debris in the streetSpeed Wagon- a request for a speed indicator to be deployed on a city right of way (street) to indicate vehicle speedsSports Equipment in Street- items that create obstructions for right of way in streets like portable basketball hoops.Street Light - New- a request for the city to deploy a new street light in a given city street/alleyStreet Light Trouble- street lights no longer working that need to be replacedStreet Light Trouble - Open311 -street light issues reported via Minneapolis Mobile ApplicationStreets Snow & Ice - Open311- snow and ice complaint via Minneapolis Mobile ApplicationTraffic Sign - New -request for a new traffic sign at an intersection, or somewhere in or near the public right of wayTraffic Sign - Removal- request for an existing traffic sign to be removedTraffic Sign - Repair -request for a sign in some level of reported disrepair to be repaired or restored to fully functional conditionTraffic Sign Repair - Open311- sign repair requested via Minneapolis Mobile ApplicationTraffic Signal - New/Modification- a request for a new traffic light at an intersectionTraffic Signal Timing Issue- a problem with a light that causes delays or spillover traffic in other intersections due to poorly or disproportionate time given to one right of way over another.Traffic Signal Trouble- signal has lights out or is malfunctioning in some wayTraffic Signal Trouble - Open311 -traffic signal trouble reported via Minneapolis Mobile ApplicationTrees Down- report about a tree or tree branch that is obstruction the public right of wayUnpermitted Work- report that indicates concern that a citizen or contractor is performing work on properties that requires a city of Minneapolis permitUrgent Pollution Complaint -land, air, water pollution complaints that need immediate attentionWater Main Break -Report about water leaking or gushing from a main water pipeWater Pollution Complaint- can report concerns about suspected water pollutionWater Quality Issues -reports about water having color, or fishy taste, or some other concern about the quality of water.Water Service Issue -report about frozen water pipes, leaks, low pressure, no water, etc.Zoning Ordinance Complaint- complaints about zoning regulations",eng,"This dataset was automatically cataloged from the provider's ArcGIS Hub. In some cases, information shown here may be incorrect or out-of-date. Click the 'Visit Source' button to search for items on the original provider's website.",MapIT Minneapolis,Minnesota--Minneapolis,Datasets|Web services,Vector data,311|Minneapolis|OpenData,2021-01-22,2020,2020-2020,Minnesota--Minneapolis|Minnesota,"-93.35,0.0,14.88,5.08",Shapefile,https://opendata.minneapolismn.gov/maps/cityoflakes::public-311-2020,https://opendata.minneapolismn.gov/api/download/v1/items/d3c37bd37e8f4e7a92b844710045629d/shapefile,,https://services.arcgis.com/afSMGVsC7QlRK1kZ/arcgis/rest/services/Public_311_2020/FeatureServer/0,,d3c37bd37e8f4e7a92b844710045629d_0,https://hub.arcgis.com/datasets/d3c37bd37e8f4e7a92b844710045629d,Open Data Minneapolis,05c-01,ba5cc745-21c5-4ae9-954b-72dd8db6815a,05c-01,http://creativecommons.org/publicdomain/zero/1.0,ArcGIS Hub,2024-05-18,Public
Fires Reported [Minnesota--Minneapolis] {2020},Fires Reported 2020,"The data set is refreshed on a daily basis by 10:45 PM. The website will reflect the last time the data set was updated and the total count of rows. The grid on the ""Data"" tab will display the up to date data. However, in certain situations there is a delay in the refresh of the downloadable data file. Sometimes the downloadable file does not reflect the updates to the data in the portal. After a delay (duration has been variable; up to 30 minutes), the file will be updated on the server and then downloads will include the updated data.",eng,"This dataset was automatically cataloged from the provider's ArcGIS Hub. In some cases, information shown here may be incorrect or out-of-date. Click the 'Visit Source' button to search for items on the original provider's website.",MapIT Minneapolis,Minnesota--Minneapolis,Datasets|Web services,Vector data,PublicSafety|Minneapolis|OpenData,2021-01-22,2020,2020-2020,Minnesota--Minneapolis|Minnesota,"-93.4,44.88,-93.1,45.05",Shapefile,https://opendata.minneapolismn.gov/maps/cityoflakes::fires-reported-2020,https://opendata.minneapolismn.gov/api/download/v1/items/317bf35dd9b24a49a092c00c83a81fff/shapefile,,https://services.arcgis.com/afSMGVsC7QlRK1kZ/arcgis/rest/services/Fires_Reported_2020/FeatureServer/0,,317bf35dd9b24a49a092c00c83a81fff_0,https://hub.arcgis.com/datasets/317bf35dd9b24a49a092c00c83a81fff,Open Data Minneapolis,05c-01,ba5cc745-21c5-4ae9-954b-72dd8db6815a,05c-01,http://creativecommons.org/publicdomain/zero/1.0,ArcGIS Hub,2024-05-18,Public
Fires Confirmed [Minnesota--Minneapolis] {2020},Fires Confirmed 2020,"The data set is refreshed on a daily basis by 10:45 PM. The website will reflect the last time the data set was updated and the total count of rows. The grid on the ""Data"" tab will display the up to date data. However, in certain situations there is a delay in the refresh of the downloadable data file. Sometimes the downloadable file does not reflect the updates to the data in the portal. After a delay (duration has been variable; up to 30 minutes), the file will be updated on the server and then downloads will include the updated data.",eng,"This dataset was automatically cataloged from the provider's ArcGIS Hub. In some cases, information shown here may be incorrect or out-of-date. Click the 'Visit Source' button to search for items on the original provider's website.",MapIT Minneapolis,Minnesota--Minneapolis,Datasets|Web services,Vector data,PublicSafety|Minneapolis|OpenData,2021-01-22,2020,2020-2020,Minnesota--Minneapolis|Minnesota,"-93.33,0.0,0.0,45.05",Shapefile,https://opendata.minneapolismn.gov/maps/cityoflakes::fires-confirmed-2020,https://opendata.minneapolismn.gov/api/download/v1/items/4fb8522d16164670b43a3434b73b9fbf/shapefile,,https://services.arcgis.com/afSMGVsC7QlRK1kZ/arcgis/rest/services/Fires_Confirmed_2020/FeatureServer/0,,4fb8522d16164670b43a3434b73b9fbf_0,https://hub.arcgis.com/datasets/4fb8522d16164670b43a3434b73b9fbf,Open Data Minneapolis,05c-01,ba5cc745-21c5-4ae9-954b-72dd8db6815a,05c-01,http://creativecommons.org/publicdomain/zero/1.0,ArcGIS Hub,2024-05-18,Public
Fires Confirmed  YTD [Minnesota--Minneapolis] {2020},Fires Confirmed 2020 YTD,"The data set is refreshed on a daily basis by 10:45 PM. The website will reflect the last time the data set was updated and the total count of rows. The grid on the ""Data"" tab will display the up to date data. However, in certain situations there is a delay in the refresh of the downloadable data file. Sometimes the downloadable file does not reflect the updates to the data in the portal. After a delay (duration has been variable; up to 30 minutes), the file will be updated on the server and then downloads will include the updated data.",eng,"This dataset was automatically cataloged from the provider's ArcGIS Hub. In some cases, information shown here may be incorrect or out-of-date. Click the 'Visit Source' button to search for items on the original provider's website.",MapIT Minneapolis,Minnesota--Minneapolis,Datasets|Web services,Vector data,PublicSafety|Minneapolis|OpenData,2020-05-12,2020,2020-2020,Minnesota--Minneapolis|Minnesota,"-93.33,0.0,0.0,45.05",Shapefile,https://opendata.minneapolismn.gov/maps/cityoflakes::fires-confirmed-2020-ytd,https://opendata.minneapolismn.gov/api/download/v1/items/24c5769385b2428cb528a1ff52f24f3a/shapefile,,https://services.arcgis.com/afSMGVsC7QlRK1kZ/arcgis/rest/services/Fires_Confirmed_2020_YTD/FeatureServer/0,,24c5769385b2428cb528a1ff52f24f3a_0,https://hub.arcgis.com/datasets/24c5769385b2428cb528a1ff52f24f3a,Open Data Minneapolis,05c-01,ba5cc745-21c5-4ae9-954b-72dd8db6815a,05c-01,http://creativecommons.org/publicdomain/zero/1.0,ArcGIS Hub,2024-05-18,Public
